customer_id,first_name,last_name,age,gender,email,phone_number,signup_date,loyalty_tier,city,state,country,acquisition_channel,marketing_opt_in
146484,Barbara,Flores,55,Female,barbara.flores959@gmail.com,(235) 807-5143,2023-09-12,Silver,Chicago,IL,USA,Paid Social,False
146744,Steven,Scott,53,Male,steven.scott856@gmail.com,(379) 265-7986,2025-08-16,Bronze,Melbourne,VIC,Australia,Email Campaign,True
147717,Margaret,Gonzalez,35,Female,margaret.gonzalez888@hotmail.com,(548) 564-2484,2024-02-11,Gold,Seattle,WA,USA,Organic Search,True
148019,Omar,Martin,27,Male,omar.martin83@yahoo.com,(212) 651-1090,2023-09-10,Gold,San Diego,CA,USA,Paid Social,True
149044,Wei,Singh,44,Male,wei.singh980@yahoo.com,(942) 410-7392,2024-04-21,Silver,Denver,CO,USA,Referral,True
149830,Jennifer,Torres,35,Female,jennifer.torres928@outlook.com,(565) 821-2687,2023-10-13,Silver,San Diego,CA,USA,Affiliate,False
151500,Kimberly,Carter,42,Female,kimberly.carter428@hotmail.com,(643) 258-9265,2024-07-31,Silver,San Diego,CA,USA,Direct,False
152422,Emily,Jones,44,Female,emily.jones714@icloud.com,(496) 403-9511,2024-12-18,Silver,New York,NY,USA,Organic Search,True
154996,Jessica,Hernandez,73,Female,jessica.hernandez141@icloud.com,(924) 489-5310,2023-11-23,Silver,New York,NY,USA,Referral,False
157373,Joshua,Wright,35,Male,joshua.wright78@yahoo.com,(383) 896-4404,2024-09-28,Bronze,Seattle,WA,USA,Direct,False
158414,Omar,Miller,66,Male,omar.miller648@gmail.com,(287) 596-3868,2024-01-19,Silver,Miami,FL,USA,Paid Social,True
159870,Camila,Perez,47,Female,camila.perez954@icloud.com,(385) 874-8057,2025-09-28,Bronze,Dallas,TX,USA,Paid Social,True
160837,Joshua,Allen,36,Male,joshua.allen942@outlook.com,(329) 629-3811,2025-10-03,Bronze,Atlanta,GA,USA,Organic Search,True
161063,Sarah,Perez,60,Female,sarah.perez201@outlook.com,(521) 676-3992,2025-09-07,Bronze,Los Angeles,CA,USA,Influencer,True
163173,Robert,Adams,27,Non-binary,robert.adams780@outlook.com,(857) 625-5865,2023-10-28,Silver,Sydney,NSW,Australia,Direct,True
165195,Karen,Green,33,Female,karen.green58@hotmail.com,(441) 347-4805,2023-10-15,Gold,Berlin,Berlin,Germany,Organic Search,True
168637,Jessica,Hill,57,Female,jessica.hill465@yahoo.com,(775) 370-7400,2025-03-05,Silver,London,England,UK,Email Campaign,False
171208,Michelle,Lewis,,Female,michelle.lewis526@icloud.com,(289) 684-8061,2025-01-11,Gold,San Francisco,CA,USA,Direct,True
171266,Elizabeth,Robinson,54,Female,elizabeth.robinson605@outlook.com,(794) 309-2318,2024-10-03,Silver,Dallas,TX,USA,Referral,False
172737,Fatima,Hall,61,Female,fatima.hall134@gmail.com,(320) 644-5938,2024-09-16,Gold,Manchester,England,UK,Influencer,True
174397,Donna,King,46,Female,donna.king101@yahoo.com,(979) 387-6138,2024-12-18,Platinum,Detroit,MI,USA,Influencer,True
175901,Eric,Martinez,36,Non-binary,eric.martinez187@gmail.com,(681) 359-3973,2023-11-30,Silver,San Antonio,TX,USA,Direct,False
175936,Priya,Perez,37,Female,priya.perez483@gmail.com,(972) 748-4473,2023-09-05,Gold,Phoenix,AZ,USA,Influencer,True
176016,Amanda,Carter,,Female,amanda.carter358@hotmail.com,(685) 487-7771,2023-12-17,Gold,Toronto,ON,Canada,Email Campaign,False
177265,Karen,Thompson,32,Female,karen.thompson707@icloud.com,(876) 205-7877,2023-12-12,Gold,Philadelphia,PA,USA,Direct,False
177411,Mia,Anderson,46,Female,mia.anderson436@outlook.com,(447) 828-3975,2024-01-05,Gold,Austin,TX,USA,Paid Social,True
177611,Joshua,Lopez,66,Male,joshua.lopez694@hotmail.com,(841) 281-1009,2024-05-04,Platinum,Mexico City,CDMX,Mexico,Paid Social,False
178814,Hiroshi,Roberts,37,Male,hiroshi.roberts270@outlook.com,(203) 378-2646,2025-10-09,Silver,Phoenix,AZ,USA,Referral,True
178914,Jennifer,Carter,46,Female,jennifer.carter773@yahoo.com,(335) 939-2592,2024-08-08,Silver,Dallas,TX,USA,Organic Search,True
180236,Timothy,Robinson,64,Male,timothy.robinson158@yahoo.com,(700) 257-6787,2024-12-30,Silver,Toronto,ON,Canada,Influencer,True
180968,Liam,Jones,47,Male,liam.jones431@gmail.com,(238) 496-3771,2025-09-30,Bronze,Charlotte,NC,USA,Paid Social,True
181067,Emma,Perez,41,Female,emma.perez152@outlook.com,(558) 468-9514,2025-01-25,Bronze,Denver,CO,USA,Organic Search,True
181380,Mary,Miller,56,Female,mary.miller547@yahoo.com,(525) 589-9271,2025-03-30,Bronze,Atlanta,GA,USA,Referral,True
181431,Nancy,Miller,60,Non-binary,nancy.miller632@icloud.com,(617) 940-9718,2023-09-29,Gold,Austin,TX,USA,Referral,True
181777,David,Lee,43,Non-binary,david.lee786@outlook.com,(516) 754-4606,2024-05-31,Silver,Montreal,QC,Canada,Direct,True
182540,Sofia,Mitchell,41,Female,sofia.mitchell530@icloud.com,(906) 275-5356,2023-10-19,Platinum,Mexico City,CDMX,Mexico,Organic Search,True
182833,William,Jones,78,Male,william.jones504@hotmail.com,(258) 428-9194,2025-09-05,Bronze,Seattle,WA,USA,Email Campaign,True
183949,Priya,Baker,50,Female,priya.baker118@yahoo.com,(267) 639-3887,2025-10-26,Bronze,London,England,UK,Email Campaign,True
184063,Nancy,Lee,46,Female,nancy.lee800@icloud.com,(504) 201-9903,2024-07-10,Bronze,San Antonio,TX,USA,Direct,True
184666,Joseph,Martinez,49,Male,joseph.martinez847@yahoo.com,(936) 842-9025,2024-07-23,Bronze,Austin,TX,USA,Paid Social,False
184960,Ashley,Lewis,55,Female,ashley.lewis335@outlook.com,,2025-02-20,Bronze,Mexico City,CDMX,Mexico,Organic Search,False
185153,Michael,Flores,64,Male,michael.flores310@icloud.com,(580) 827-9077,2025-05-27,Gold,Chicago,IL,USA,Email Campaign,True
185515,Yuki,Martinez,48,Female,yuki.martinez967@yahoo.com,(624) 925-6203,2024-12-19,Bronze,London,England,UK,Referral,False
185555,George,Adams,63,Male,george.adams710@yahoo.com,(266) 955-1160,2023-07-03,Platinum,Dallas,TX,USA,Referral,True
185715,Daniel,Baker,63,Male,daniel.baker645@outlook.com,(809) 816-4796,2023-08-06,Silver,Atlanta,GA,USA,Organic Search,True
186089,Linda,Lee,41,Female,linda.lee579@outlook.com,(577) 259-1637,2023-07-24,Gold,Boston,MA,USA,Direct,True
186676,Aaliyah,Scott,34,Female,aaliyah.scott58@hotmail.com,(853) 360-1121,2023-07-13,Gold,San Diego,CA,USA,Referral,True
187415,Amanda,Martinez,45,Female,amanda.martinez77@hotmail.com,(520) 724-8360,2024-10-26,Silver,Los Angeles,CA,USA,Influencer,True
189160,Nancy,Carter,78,Female,nancy.carter502@gmail.com,(778) 886-5934,2024-10-10,Bronze,Phoenix,AZ,USA,Referral,True
189971,Charles,Adams,71,Male,charles.adams948@gmail.com,(949) 751-4271,2025-01-28,Silver,Boston,MA,USA,Email Campaign,True
191461,Jacob,Mitchell,49,Male,jacob.mitchell876@outlook.com,(888) 276-4454,2023-06-13,Gold,Manchester,England,UK,Paid Social,False
192985,Kimberly,Hernandez,51,Female,kimberly.hernandez670@hotmail.com,(946) 911-3061,2025-02-01,Bronze,Dallas,TX,USA,Paid Social,False
194699,Mary,Sanchez,38,Female,mary.sanchez200@icloud.com,(208) 200-4924,2024-10-15,Silver,Manchester,England,UK,Affiliate,False
195250,Gary,Walker,45,Male,gary.walker397@hotmail.com,(871) 563-7192,2024-05-28,Silver,Los Angeles,CA,USA,Referral,True
195440,Ronald,Green,50,Male,ronald.green105@outlook.com,(368) 307-1604,2023-09-11,Silver,San Francisco,CA,USA,Email Campaign,False
195758,John,Brown,,Male,john.brown691@icloud.com,(732) 294-5467,2025-10-17,Bronze,Mexico City,CDMX,Mexico,Direct,True
196023,Laura,Hall,52,Female,laura.hall39@gmail.com,(742) 294-6561,2023-12-08,Silver,New York,NY,USA,Organic Search,False
196893,Emma,Miller,50,Female,emma.miller448@gmail.com,(228) 873-9151,2025-06-13,Silver,Seattle,WA,USA,Email Campaign,True
197643,Thomas,Williams,76,Male,thomas.williams878@hotmail.com,(396) 621-8641,2024-07-29,Silver,Chicago,IL,USA,Direct,False
198172,Michelle,Campbell,54,Female,michelle.campbell568@icloud.com,(593) 407-6041,2025-03-22,Silver,New York,NY,USA,Influencer,True
199508,Yuki,Taylor,55,Female,yuki.taylor773@gmail.com,(572) 790-8726,2025-05-30,Bronze,Seattle,WA,USA,Influencer,True
202299,Timothy,Sanchez,60,Male,timothy.sanchez440@icloud.com,(832) 490-4915,2025-05-24,Bronze,Columbus,OH,USA,Paid Social,True
202341,Jennifer,Baker,36,Female,jennifer.baker805@gmail.com,(902) 389-9531,2023-06-08,Gold,Austin,TX,USA,Referral,True
202976,Hiroshi,Kim,55,Male,hiroshi.kim827@outlook.com,(733) 828-1930,2023-08-25,Silver,Houston,TX,USA,Affiliate,False
203887,Mateo,Gonzalez,51,Male,mateo.gonzalez105@yahoo.com,(745) 335-9442,2024-12-22,Bronze,Detroit,MI,USA,Organic Search,False
204309,Barbara,Young,60,Female,barbara.young512@outlook.com,(375) 787-7179,2025-03-11,Bronze,Austin,TX,USA,Organic Search,True
205361,Rebecca,Wilson,35,Female,rebecca.wilson914@yahoo.com,(476) 666-9234,2023-11-06,Gold,Los Angeles,CA,USA,Email Campaign,True
206110,Daniel,Harris,39,Male,daniel.harris634@hotmail.com,(200) 633-2461,2025-07-08,Bronze,Chicago,IL,USA,Organic Search,False
206604,Laura,Scott,46,Female,laura.scott5@outlook.com,(887) 427-4235,2024-03-21,Bronze,Dallas,TX,USA,Email Campaign,True
206905,Elizabeth,Clark,64,Female,elizabeth.clark726@gmail.com,(303) 976-6759,2023-08-04,Gold,Minneapolis,MN,USA,Referral,True
206944,Steven,Anderson,35,Male,steven.anderson578@icloud.com,(385) 560-9773,2024-07-23,Gold,Boston,MA,USA,Referral,True
207289,Carlos,Roberts,41,Male,carlos.roberts396@gmail.com,(383) 644-3528,2025-09-02,Bronze,Las Vegas,NV,USA,Paid Social,True
207727,Isabella,Scott,42,Female,isabella.scott685@gmail.com,,2023-07-09,Silver,Miami,FL,USA,Direct,False
208190,Mia,Thompson,39,Female,mia.thompson556@gmail.com,(571) 824-6596,2025-07-09,Silver,New York,NY,USA,Referral,True
209578,Edward,Hernandez,31,Male,edward.hernandez148@hotmail.com,(766) 967-9860,2024-08-18,Silver,Dallas,TX,USA,Affiliate,False
209703,Ethan,Martin,71,Male,ethan.martin565@yahoo.com,(971) 351-3176,2025-02-04,Bronze,Boston,MA,USA,Paid Social,True
210406,Mia,Sanchez,70,Female,mia.sanchez368@outlook.com,(471) 646-4013,2024-11-17,Gold,Columbus,OH,USA,Affiliate,True
210439,Mei,Rodriguez,37,Female,mei.rodriguez677@hotmail.com,(870) 557-2556,2023-11-01,Gold,Chicago,IL,USA,Affiliate,True
211308,Mateo,Rivera,48,Male,mateo.rivera998@outlook.com,(678) 648-5798,2024-01-28,Silver,Sydney,NSW,Australia,Influencer,True
212415,Sofia,Campbell,39,Female,sofia.campbell246@yahoo.com,(399) 943-9903,2024-08-04,Bronze,Atlanta,GA,USA,Organic Search,True
213546,Kenneth,Perez,46,Male,kenneth.perez540@icloud.com,(411) 660-2064,2024-02-23,Platinum,New York,NY,USA,Paid Social,False
214719,Deborah,White,36,Female,deborah.white175@outlook.com,(754) 614-1000,2023-11-04,Gold,Toronto,ON,Canada,Organic Search,True
215098,James,Rodriguez,51,Non-binary,james.rodriguez396@outlook.com,(883) 369-3534,2024-04-23,Silver,Atlanta,GA,USA,Organic Search,True
215176,Mei,Davis,37,Female,mei.davis454@outlook.com,(894) 667-7549,2025-08-27,Bronze,Los Angeles,CA,USA,Affiliate,False
216367,Noah,Gonzalez,52,Male,noah.gonzalez392@outlook.com,(746) 823-9658,2025-06-09,Silver,Houston,TX,USA,Influencer,False
216395,Jeffrey,Green,43,Male,jeffrey.green514@icloud.com,(352) 746-6499,2025-01-06,Bronze,Chicago,IL,USA,Organic Search,True
216808,Mei,Nelson,51,Female,mei.nelson83@yahoo.com,(853) 873-3633,2024-05-23,Gold,San Antonio,TX,USA,Direct,False
217877,Sofia,Scott,34,Female,sofia.scott946@hotmail.com,(306) 755-9479,2024-01-09,Gold,Boston,MA,USA,Organic Search,True
218562,Wei,Scott,54,Male,wei.scott540@yahoo.com,(813) 771-8751,2023-10-02,Silver,Miami,FL,USA,Influencer,True
218848,Laura,Carter,46,Female,laura.carter849@outlook.com,(361) 483-4218,2025-09-02,Bronze,Seattle,WA,USA,Paid Social,True
218921,Jason,Martin,52,Male,jason.martin508@yahoo.com,(821) 539-3007,2023-10-13,Bronze,New York,NY,USA,Paid Social,True
220678,Jeffrey,Campbell,77,Male,jeffrey.campbell930@gmail.com,,2024-08-25,Silver,Seattle,WA,USA,Organic Search,True
221043,Mei,Brown,42,Female,mei.brown295@icloud.com,(463) 366-4615,2023-09-26,Gold,Seattle,WA,USA,Affiliate,False
222847,Robert,Hernandez,52,Non-binary,robert.hernandez630@hotmail.com,(845) 573-6546,2024-10-16,Bronze,Houston,TX,USA,Affiliate,True
223623,Emma,Baker,78,Female,emma.baker181@outlook.com,(850) 720-1857,2024-01-28,Platinum,Philadelphia,PA,USA,Paid Social,True
225182,Linda,Smith,33,Female,linda.smith573@outlook.com,(305) 472-7315,2025-07-10,Bronze,Denver,CO,USA,Referral,True
225651,William,Green,33,Male,william.green560@outlook.com,(412) 623-7524,2023-08-06,Silver,Toronto,ON,Canada,Direct,False
225693,Daniel,Patel,49,Male,daniel.patel303@icloud.com,(801) 602-1055,2025-06-07,Bronze,Denver,CO,USA,Organic Search,True
225738,Nancy,King,39,Female,nancy.king625@hotmail.com,(319) 260-4017,2024-05-21,Silver,San Antonio,TX,USA,Email Campaign,False
225902,Matthew,Patel,56,Male,matthew.patel181@hotmail.com,(498) 915-8978,2024-09-17,Platinum,Houston,TX,USA,Organic Search,True
226095,Mateo,Thomas,42,Male,mateo.thomas254@outlook.com,(759) 831-4884,2025-04-18,Bronze,Chicago,IL,USA,Organic Search,False
226126,Kimberly,Martinez,53,Female,kimberly.martinez662@yahoo.com,(315) 317-4329,2024-03-22,Silver,Miami,FL,USA,Organic Search,True
226229,Mei,Roberts,56,Female,mei.roberts667@outlook.com,(550) 763-9597,2023-07-25,Gold,Detroit,MI,USA,Affiliate,True
227041,Andrew,Patel,53,Male,andrew.patel125@yahoo.com,(217) 394-8533,2024-09-17,Platinum,San Antonio,TX,USA,Organic Search,False
228695,Kevin,Williams,47,Male,kevin.williams707@icloud.com,(724) 947-5334,2024-01-24,Silver,Austin,TX,USA,Referral,False
229416,Jacob,Lewis,47,Male,jacob.lewis349@icloud.com,(535) 829-6986,2023-09-03,Gold,Chicago,IL,USA,Email Campaign,True
229422,Stephanie,Miller,49,Female,stephanie.miller761@gmail.com,(720) 244-4041,2024-02-27,Gold,Phoenix,AZ,USA,Referral,False
229964,Ryan,Taylor,38,,ryan.taylor977@yahoo.com,(501) 611-9834,2025-05-29,Bronze,Montreal,QC,Canada,Direct,False
230606,Michelle,Green,38,Female,michelle.green292@icloud.com,(767) 227-8994,2025-06-02,Gold,Houston,TX,USA,Organic Search,True
231485,Omar,Patel,38,Male,omar.patel732@icloud.com,(569) 405-2892,2024-04-18,Silver,Detroit,MI,USA,Affiliate,True
232968,Chen,Taylor,58,Female,chen.taylor15@gmail.com,(756) 305-5643,2025-10-06,Bronze,Berlin,Berlin,Germany,Direct,True
233128,Emma,Anderson,52,Female,emma.anderson674@hotmail.com,(371) 931-8408,2025-07-24,Silver,Minneapolis,MN,USA,Organic Search,True
233306,Sandra,Thompson,48,Non-binary,sandra.thompson888@gmail.com,(572) 337-7290,2024-04-16,Silver,Charlotte,NC,USA,Email Campaign,False
233585,Ingrid,Campbell,50,Female,ingrid.campbell964@gmail.com,(766) 288-3801,2024-11-15,Platinum,Boston,MA,USA,Paid Social,False
236238,Joshua,Thomas,46,,joshua.thomas172@yahoo.com,(729) 861-7365,2024-02-04,Bronze,Austin,TX,USA,Direct,False
236288,Kevin,Nelson,41,Male,kevin.nelson95@yahoo.com,,2024-09-10,Bronze,Phoenix,AZ,USA,Organic Search,True
236956,Laura,Wright,57,Female,laura.wright777@outlook.com,(367) 654-5977,2025-03-28,Platinum,Detroit,MI,USA,Referral,True
237862,Thomas,Gonzalez,58,Male,thomas.gonzalez747@hotmail.com,(766) 520-9968,2024-05-02,Bronze,Philadelphia,PA,USA,Organic Search,False
238093,Amanda,Allen,41,Female,amanda.allen903@outlook.com,(388) 978-4169,2024-11-28,Bronze,Los Angeles,CA,USA,Paid Social,True
238180,Timothy,Williams,33,Male,timothy.williams341@icloud.com,(558) 410-4373,2023-10-01,Bronze,New York,NY,USA,Email Campaign,True
238715,Mateo,Walker,49,Male,mateo.walker765@gmail.com,(551) 371-6386,2025-03-25,Gold,Charlotte,NC,USA,Affiliate,True
239673,Isabella,Martinez,42,Female,isabella.martinez445@hotmail.com,(401) 908-7961,2023-07-04,Platinum,Phoenix,AZ,USA,Paid Social,True
240201,Jacob,Lopez,51,Male,jacob.lopez903@yahoo.com,(941) 274-1282,2024-08-01,Silver,London,England,UK,Organic Search,False
240669,Stephanie,White,48,Female,stephanie.white152@icloud.com,(384) 791-7757,2024-11-22,Silver,Montreal,QC,Canada,Direct,False
241810,Sarah,Sanchez,51,Female,sarah.sanchez957@outlook.com,(890) 757-2218,2023-09-22,Gold,San Antonio,TX,USA,Affiliate,True
242120,Aaliyah,Johnson,37,Female,aaliyah.johnson974@gmail.com,(850) 328-9348,2024-10-18,Silver,San Diego,CA,USA,Referral,True
244471,Lisa,Lewis,42,Female,lisa.lewis29@yahoo.com,(504) 739-6665,2025-04-28,Silver,New York,NY,USA,Referral,False
244802,Ashley,White,39,Female,ashley.white874@icloud.com,(645) 924-4897,2024-09-01,Bronze,Houston,TX,USA,Paid Social,False
245011,John,Green,39,Male,john.green326@hotmail.com,(843) 208-2929,2024-08-09,Silver,Toronto,ON,Canada,Direct,True
248039,James,Scott,44,Non-binary,james.scott283@yahoo.com,(337) 728-2690,2024-01-20,Platinum,Miami,FL,USA,Affiliate,False
248546,Jessica,Ramirez,45,Female,jessica.ramirez358@yahoo.com,(287) 753-5582,2024-09-20,Bronze,London,England,UK,Affiliate,True
248547,William,Campbell,53,Male,william.campbell85@outlook.com,(702) 240-8280,2024-02-12,Bronze,Chicago,IL,USA,Influencer,True
248900,Jeffrey,Anderson,58,Male,jeffrey.anderson255@hotmail.com,(536) 540-9193,2024-09-13,Silver,London,England,UK,Paid Social,True
249284,Matthew,White,46,Male,matthew.white692@hotmail.com,(918) 298-9807,2025-01-11,Silver,Philadelphia,PA,USA,Paid Social,False
249457,Elizabeth,Nelson,45,Female,elizabeth.nelson360@icloud.com,(235) 636-2724,2024-11-24,Gold,Phoenix,AZ,USA,Organic Search,False
250136,Fatima,Nguyen,42,,fatima.nguyen788@yahoo.com,(423) 764-5059,2024-02-10,Silver,Chicago,IL,USA,Direct,False
250897,Michael,Davis,43,Non-binary,michael.davis406@outlook.com,(552) 257-7047,2024-06-29,Bronze,Boston,MA,USA,Direct,False
252402,David,Carter,40,Male,david.carter2@outlook.com,(965) 311-4533,2025-07-22,Platinum,New York,NY,USA,Direct,True
253407,Anthony,Adams,59,Male,anthony.adams96@hotmail.com,(751) 719-2253,2024-12-03,Bronze,Vancouver,BC,Canada,Paid Social,True
254111,William,Flores,39,Male,william.flores918@gmail.com,,2024-06-17,Bronze,San Jose,CA,USA,Organic Search,True
255798,Sarah,Johnson,51,Female,sarah.johnson767@hotmail.com,(244) 408-7645,2023-07-26,Gold,Philadelphia,PA,USA,Email Campaign,True
256747,Olivia,Thomas,47,,olivia.thomas546@icloud.com,,2025-01-07,Bronze,Austin,TX,USA,Direct,True
257097,Elizabeth,Rivera,33,Female,elizabeth.rivera833@hotmail.com,(435) 987-7601,2024-04-21,Bronze,Los Angeles,CA,USA,Organic Search,False
257536,Charles,Moore,47,Male,charles.moore428@icloud.com,(347) 443-1539,2025-02-12,Bronze,Miami,FL,USA,Paid Social,False
258357,Mary,Martinez,78,Female,mary.martinez138@outlook.com,(580) 750-9056,2024-12-19,Bronze,San Jose,CA,USA,Referral,True
258959,Liam,Lewis,60,Male,liam.lewis950@icloud.com,(905) 997-2558,2025-03-12,Bronze,Nashville,TN,USA,Paid Social,True
258986,Donna,King,39,Female,donna.king52@yahoo.com,,2024-05-30,Platinum,Houston,TX,USA,Paid Social,False
261232,Mei,Anderson,53,Female,mei.anderson510@icloud.com,(468) 891-3412,2025-07-17,Gold,Phoenix,AZ,USA,Paid Social,False
261376,Melissa,Jones,41,Female,melissa.jones778@outlook.com,(699) 538-4528,2025-04-07,Silver,Chicago,IL,USA,Paid Social,False
262513,Hiroshi,Flores,56,Male,hiroshi.flores602@outlook.com,(335) 751-2950,2024-12-04,Bronze,Atlanta,GA,USA,Paid Social,True
